SubjID,Location,Gender,Age,Set,Condition,GameID,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,Order,Trial,Button,B,Payoff,Forgone,RT,Apay,Bpay,Feedback,block
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,7,L,0,13,12,496,13,12,1,2
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,8,L,0,13,12,600,13,12,1,2
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,9,L,0,13,12,772,13,12,1,2
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,10,L,0,13,12,787,13,12,1,2
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,11,L,0,13,12,563,13,12,1,3
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,12,L,0,13,12,589,13,12,1,3
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,13,L,0,13,12,760,13,12,1,3
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,14,L,0,13,12,799,13,12,1,3
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,15,L,0,13,12,759,13,12,1,3
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,16,L,0,13,12,573,13,12,1,4
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,17,L,0,13,12,656,13,12,1,4
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,18,L,0,13,12,597,13,12,1,4
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,19,L,0,13,12,728,13,12,1,4
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,20,L,0,13,8,590,13,8,1,4
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,21,L,0,13,12,921,13,12,1,5
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,22,L,0,13,12,589,13,12,1,5
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,23,L,0,13,12,840,13,12,1,5
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,24,L,0,13,12,625,13,12,1,5
60058,Rehovot,F,25,6,ByProb,167,13,1,13,-,1,12,0.8,8,-,1,0,0,9,25,L,0,13,8,517,13,8,1,5
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,1,R,0,21,26,2337,21,26,0,1
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,2,R,0,21,-24,579,21,-24,0,1
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,3,R,0,21,26,574,21,26,0,1
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,4,R,0,21,-24,576,21,-24,0,1
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,5,R,0,21,26,451,21,26,0,1
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,6,R,0,21,26,474,21,26,1,2
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,7,R,0,21,26,546,21,26,1,2
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,8,R,0,21,26,812,21,26,1,2
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,9,R,0,21,26,748,21,26,1,2
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,10,R,0,21,26,755,21,26,1,2
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,11,R,0,21,26,482,21,26,1,3
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,12,R,0,21,26,410,21,26,1,3
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,13,R,0,21,26,537,21,26,1,3
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,14,R,0,21,26,1410,21,26,1,3
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,15,R,0,21,26,890,21,26,1,3
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,16,R,0,21,26,644,21,26,1,4
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,17,R,0,21,26,433,21,26,1,4
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,18,R,0,21,26,480,21,26,1,4
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,19,R,0,21,-24,528,21,-24,1,4
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,20,R,0,21,26,977,21,26,1,4
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,21,R,0,21,-24,525,21,-24,1,5
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,22,R,0,21,-24,542,21,-24,1,5
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,23,R,0,21,26,784,21,26,1,5
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,24,R,0,21,-24,552,21,-24,1,5
60058,Rehovot,F,25,6,ByProb,172,21,1,21,-,1,26,0.8,-24,-,1,0,0,27,25,R,0,21,26,529,21,26,1,5
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,1,L,1,-1,-1,2764,-1,-1,0,1
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,2,L,1,-1,-1,576,-1,-1,0,1
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,3,L,1,-1,-1,364,-1,-1,0,1
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,4,L,1,-1,-1,536,-1,-1,0,1
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,5,L,1,-1,-1,545,-1,-1,0,1
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,6,L,1,-1,-1,432,-1,-1,1,2
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,7,L,1,-1,-1,487,-1,-1,1,2
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,8,L,1,-1,-1,407,-1,-1,1,2
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,9,L,1,-1,-1,446,-1,-1,1,2
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,10,L,1,-1,-1,484,-1,-1,1,2
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,11,L,1,1,-1,411,-1,1,1,3
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,12,L,1,-1,-1,457,-1,-1,1,3
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,13,L,1,-1,-1,656,-1,-1,1,3
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,14,L,1,0,-1,497,-1,0,1,3
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,15,L,1,-1,-1,442,-1,-1,1,3
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,16,L,1,-1,-1,478,-1,-1,1,4
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,17,L,1,-1,-1,584,-1,-1,1,4
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,18,L,1,-1,-1,458,-1,-1,1,4
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,19,L,1,-1,-1,418,-1,-1,1,4
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,20,L,1,-1,-1,458,-1,-1,1,4
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,21,L,1,-1,-1,425,-1,-1,1,5
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,22,L,1,-1,-1,434,-1,-1,1,5
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,23,L,1,-1,-1,558,-1,-1,1,5
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,24,L,1,-1,-1,433,-1,-1,1,5
61006,Technion,M,23,6,ByProb,156,-1,1,-1,-,1,1,0.2,-1,Symm,7,0,0,17,25,L,1,0,-1,461,-1,0,1,5
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,1,L,0,29,31,7178,29,31,0,1
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,2,L,0,29,31,513,29,31,0,1
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,3,L,0,29,10,587,29,10,0,1
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,4,L,0,29,31,509,29,31,0,1
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,5,L,0,29,30,443,29,30,0,1
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,6,L,0,29,10,479,29,10,1,2
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,7,L,0,29,32,515,29,32,1,2
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,8,L,0,29,31,630,29,31,1,2
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,9,L,0,29,31,637,29,31,1,2
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,10,R,1,10,29,3150,29,10,1,2
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,11,R,1,31,29,588,29,31,1,3
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,12,R,1,32,29,489,29,32,1,3
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,13,R,1,30,29,538,29,30,1,3
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,14,R,1,31,29,424,29,31,1,3
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,15,R,1,10,29,472,29,10,1,3
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,16,R,1,32,29,544,29,32,1,4
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,17,R,1,31,29,503,29,31,1,4
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,18,R,1,32,29,532,29,32,1,4
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,19,R,1,30,29,422,29,30,1,4
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,20,R,1,31,29,486,29,31,1,4
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,21,R,1,31,29,452,29,31,1,5
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,22,R,1,10,29,452,29,10,1,5
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,23,R,1,30,29,451,29,30,1,5
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,24,R,1,31,29,470,29,31,1,5
61006,Technion,M,23,6,ByProb,168,29,1,29,-,1,31,0.8,10,Symm,3,0,0,5,25,R,1,31,29,517,29,31,1,5
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,1,L,1,24,0,6660,0,24,0,1
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,2,L,1,8,58,938,58,8,0,1
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,3,R,0,0,8,382,0,8,0,1
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,4,L,1,8,0,821,0,8,0,1
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,5,L,1,8,0,477,0,8,0,1
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,6,L,1,8,0,558,0,8,1,2
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,7,L,1,8,0,579,0,8,1,2
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,8,L,1,8,0,494,0,8,1,2
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,9,L,1,26,0,437,0,26,1,2
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,10,L,1,8,58,422,58,8,1,2
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,11,L,1,26,0,534,0,26,1,3
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,12,L,1,8,0,475,0,8,1,3
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,13,L,1,8,0,450,0,8,1,3
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,14,L,1,8,0,450,0,8,1,3
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,15,L,1,8,0,453,0,8,1,3
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,16,L,1,8,0,403,0,8,1,4
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,17,L,1,8,58,494,58,8,1,4
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,18,L,1,30,0,451,0,30,1,4
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,19,L,1,8,58,449,58,8,1,4
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,20,L,1,26,0,398,0,26,1,4
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,21,L,1,8,0,434,0,8,1,5
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,22,L,1,8,0,404,0,8,1,5
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,23,L,1,24,0,453,0,24,1,5
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,24,L,1,8,0,523,0,8,1,5
61006,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,10,25,L,1,8,58,371,58,8,1,5
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,1,R,0,84,25,10682,84,25,0,1
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,2,R,0,-33,25,470,-33,25,0,1
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,3,R,0,81,25,425,81,25,0,1
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,4,R,0,84,25,541,84,25,0,1
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,5,R,0,-33,25,503,-33,25,0,1
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,6,R,0,-33,25,475,-33,25,1,2
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,7,R,0,-33,25,395,-33,25,1,2
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,8,R,0,-33,25,524,-33,25,1,2
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,9,R,0,-33,25,510,-33,25,1,2
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,10,R,0,83,25,509,83,25,1,2
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,11,R,0,-33,25,559,-33,25,1,3
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,12,R,0,82,25,445,82,25,1,3
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,13,R,0,85,25,412,85,25,1,3
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,14,R,0,84,25,445,84,25,1,3
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,15,R,0,-33,25,527,-33,25,1,3
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,16,R,0,83,25,397,83,25,1,4
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,17,R,0,-33,25,796,-33,25,1,4
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,18,R,0,83,25,371,83,25,1,4
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,19,R,0,-33,25,363,-33,25,1,4
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,20,R,0,83,25,352,83,25,1,4
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,21,R,0,-33,25,382,-33,25,1,5
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,22,R,0,-33,25,445,-33,25,1,5
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,23,R,0,83,25,384,83,25,1,5
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,24,R,0,-33,25,502,-33,25,1,5
61006,Technion,M,23,6,ByProb,173,83,0.5,-33,Symm,7,25,1,25,-,1,0,0,20,25,R,0,-33,25,487,-33,25,1,5
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,1,L,0,-4,-2,15135,-4,-2,0,1
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,2,L,0,-4,-2,431,-4,-2,0,1
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,3,L,0,-4,-2,762,-4,-2,0,1
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,4,L,0,-4,1,400,-4,1,0,1
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,5,L,0,-4,-4,379,-4,-4,0,1
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,6,L,0,-4,-2,377,-4,-2,1,2
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,7,L,0,-4,-25,419,-4,-25,1,2
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,8,L,0,-4,0,386,-4,0,1,2
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,9,L,0,-4,-25,550,-4,-25,1,2
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,10,R,1,-1,-4,23586,-4,-1,1,2
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,11,R,1,-2,-4,528,-4,-2,1,3
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,12,R,1,-25,-4,437,-4,-25,1,3
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,13,R,1,0,-4,478,-4,0,1,3
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,14,R,1,-25,-4,575,-4,-25,1,3
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,15,R,1,-3,-4,450,-4,-3,1,3
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,16,R,1,-5,-4,409,-4,-5,1,4
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,17,R,1,-3,-4,403,-4,-3,1,4
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,18,R,1,-2,-4,492,-4,-2,1,4
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,19,R,1,-1,-4,574,-4,-1,1,4
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,20,R,1,-4,-4,418,-4,-4,1,4
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,21,R,1,1,-4,393,-4,1,1,5
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,22,R,1,-2,-4,530,-4,-2,1,5
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,23,R,1,-25,-4,462,-4,-25,1,5
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,24,R,1,1,-4,399,-4,1,1,5
61006,Technion,M,23,6,ByProb,175,-4,1,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,25,R,1,-1,-4,437,-4,-1,1,5
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,1,L,0,39,15,28971,39,15,0,1
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,2,L,0,40,15,743,40,15,0,1
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,3,L,0,6,15,983,6,15,0,1
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,4,L,0,6,15,806,6,15,0,1
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,5,L,0,39,15,1186,39,15,0,1
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,6,L,0,41,15,1340,41,15,1,2
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,7,L,0,6,15,1131,6,15,1,2
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,8,L,0,6,15,1164,6,15,1,2
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,9,L,0,40,15,674,40,15,1,2
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,10,L,0,40,15,710,40,15,1,2
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,11,L,0,6,15,524,6,15,1,3
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,12,L,0,6,15,1110,6,15,1,3
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,13,L,0,39,15,575,39,15,1,3
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,14,L,0,6,15,834,6,15,1,3
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,15,L,0,6,15,666,6,15,1,3
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,16,L,0,6,15,875,6,15,1,4
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,17,L,0,38,15,985,38,15,1,4
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,18,L,0,40,15,1040,40,15,1,4
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,19,L,0,6,15,769,6,15,1,4
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,20,L,0,6,15,792,6,15,1,4
