GameID,Ha,pHa,La,lot_shape__A,lot_shape_symm_A,lot_shape_L_A,lot_shape_R_A,LotNumA,Hb,pHb,Lb,lot_shape__B,lot_shape_symm_B,lot_shape_L_B,lot_shape_R_B,LotNumB,Amb,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,B.1,B.2,B.3,B.4,B.5,BEASTpred.1,BEASTpred.2,BEASTpred.3,BEASTpred.4,BEASTpred.5
90,10,1,10,1,0,0,0,1,31,0.75,-49,1,0,0,0,1,0,0,1,34.64101615,-59,21,-19,0,1,0.496,0.4914,0.0056,-0.252,-0.2543,0,1,1,-40,0.415,0.5525,0.5275,0.5575,0.545,0.3702,0.47197,0.49617,0.5008,0.50581
91,7,1,7,1,0,0,0,1,16,0.1,10,1,0,0,0,1,0,0,3.6,1.8,3,9,6,0.7,1,1,1,1,0,0,1,3.6,3.6,0,0.92,0.9625,0.9875,0.9925,0.995,1,1,1,1,1
92,8,0.8,-37,1,0,0,0,1,102,0.2,-29,1,0,0,0,1,0,0,-1.8,34.4,8,94,51,0.783783784,1,-0.196,-0.288,1,-0.598,-0.6046,0,-1.8,-1.8,-166.8,0.3925,0.28,0.3475,0.3125,0.3175,0.51329,0.47068,0.44396,0.44475,0.442
93,5,1,5,1,0,0,0,1,103,0.1,-9,0,0,1,0,4,1,0,-2.8,33.63123548,-14,101,73.6,0,1,-0.3746,-0.8042,0.6104,-0.6873,-0.9021,0,19.86666667,8.533333333,-207,0.555,0.475,0.435,0.3325,0.2975,0.83635,0.82885,0.83128,0.67359,0.47779
94,7,1,7,1,0,0,0,1,6,0.75,1,1,0,0,0,1,0,0,-2.25,2.165063509,-6,-1,-3.5,0.142857143,1,-1,-1,-1,0,0,-1,-2.25,-2.25,0,0.1025,0.035,0.015,0.025,0.02,0,0,0,0,0
95,-3,0.05,-9,1,0,0,0,1,42,0.4,-24,0,0,1,0,6,0,1,11.1,31.88630567,-15,50,26.57142857,0.375,1,-0.2226,-0.233,0.4256,0.3887,0.3835,0,11.1,11.1,55.025,0.7225,0.5975,0.5725,0.5675,0.5675,0.80659,0.72631,0.71753,0.71565,0.712
96,35,0.5,-47,1,0,0,0,1,-10,0.75,-15,1,0,0,0,1,0,0,-5.25,-38.83493649,32,-45,-6.5,0.319148936,1,0.0056,-0.0164,0.0056,-0.4972,-0.5082,0,-5.25,-5.25,-82,0.3025,0.3375,0.3675,0.335,0.3125,0.35585,0.39881,0.38725,0.38875,0.38732
97,10,1,10,1,0,0,0,1,45,0.2,-5,1,0,0,0,1,0,0,-5,20,-15,35,10,0,1,-0.5986,-0.6132,-0.0078,-0.7993,-0.8066,0,-5,-5,-80,0.2225,0.135,0.265,0.2375,0.21,0.18957,0.21153,0.21737,0.21973,0.21564
98,94,0.5,-40,1,0,0,0,1,36,0.75,-21,0,1,0,0,7,0,0,-5.25,-42.29549636,19,-55,1.875,0.525,1,-0.0084,-0.0042,-0.0084,0.2501,0.2401,0,-5.25,-5.25,67,0.5075,0.4475,0.43,0.44,0.4525,0.49985,0.49625,0.49748,0.49416,0.49388
99,22,1,22,1,0,0,0,1,44,0.4,15,0,1,0,0,5,0,0,4.6,14.22111107,-7,24,17.16666667,0.681818182,1,-0.21,-0.2068,0.673,0,0,0,4.6,4.6,0,0.6475,0.74,0.7475,0.71,0.705,0.82208,0.75477,0.73919,0.73743,0.73565
100,18,0.6,-29,1,0,0,0,1,-1,1,-1,1,0,0,0,1,0,0,-0.2,-23.02520358,28,-19,4.5,0.034482759,1,-0.1896,-0.2088,0.0076,-0.5948,-0.6044,0,-0.2,-0.2,-56.4,0.5375,0.4575,0.5,0.535,0.53,0.49572,0.48281,0.48207,0.47739,0.48
101,28,1,28,1,0,0,0,1,73,0.05,27,0,1,0,0,3,0,0,1.3,10.02671432,-1,46,33.5,0.964285714,1,-0.8982,-0.9026,0.4944,0,0,0,1.3,1.3,-7.11E-15,0.83,0.825,0.7875,0.7675,0.7625,0.78611,0.73299,0.70015,0.69121,0.68619
102,11,1,11,1,0,0,0,1,25,0.5,-3,0,1,0,0,3,1,0,0,14.00892573,-14,15,7,0,1,-0.151,0.0122,0.4992,-0.5755,-0.4939,0,-2.333333333,-1.166666667,-29,0.385,0.51,0.5875,0.62,0.59,0.52608,0.49724,0.49949,0.49065,0.48732
103,27,0.8,-4,1,0,0,0,1,77,0.1,22,0,0,0,1,6,0,-1,6.7,4.521879328,26,107,69.64285714,0,1,-0.4058,-0.5898,1,0.1998,0.2051,0,6.7,6.7,55.2,0.8325,0.8225,0.7325,0.775,0.7675,0.94499,0.90159,0.88292,0.87753,0.87521
104,-6,1,-6,1,0,0,0,1,3,0.99,-27,1,0,0,0,1,0,0,8.7,2.984962311,-21,9,-6,0.222222222,1,0.9808,0.9786,-0.01,0.9904,0.9893,0,8.7,8.7,59.4,0.8525,0.95,0.98,0.97,0.9825,0.8614,0.90363,0.93181,0.94063,0.94544
105,30,1,30,1,0,0,0,1,90,0.01,36,1,0,0,0,1,0,0,6.54,5.37293216,6,60,33,0.833333333,1,1,1,1,0,0,1,6.54,6.54,0,0.895,0.97,1,1,1,1,1,1,1,1
106,2,1,2,1,0,0,0,1,34,0.05,-5,0,1,0,0,5,0,0,-5.05,8.502793659,-7,34,25.5,0,1,-0.8998,-0.905,0.6732,-0.9499,-0.9525,0,-5.05,-5.05,-77.9,0.195,0.135,0.1525,0.145,0.1225,0.2056,0.17124,0.14911,0.14365,0.14279
107,25,1,25,1,0,0,0,1,65,0.25,9,0,1,0,0,5,0,0,-2,24.25386567,-16,42,30.66666667,0.36,1,-0.4936,-0.505,0.663,0,0,0,-2,-2,0,0.3925,0.39,0.4025,0.365,0.315,0.54625,0.46941,0.44924,0.44161,0.43331
108,16,1,16,1,0,0,0,1,91,0.2,-11,1,0,0,0,1,0,0,-6.6,40.8,-27,75,24,0,1,-0.6004,-0.6084,0.0074,-0.8002,-0.8042,0,-6.6,-6.6,-163.2,0.2725,0.1725,0.2325,0.19,0.18,0.23527,0.24075,0.26001,0.26715,0.26817
109,11,1,11,1,0,0,0,1,26,0.5,-9,1,0,0,0,1,0,0,-2.5,17.5,-20,15,-2.5,0,1,-0.0024,0.012,-0.0024,-0.5012,-0.494,0,-2.5,-2.5,-35,0.325,0.4125,0.465,0.38,0.4,0.24512,0.31995,0.32896,0.32953,0.33315
110,12,1,12,1,0,0,0,1,29,0.8,-35,0,0,1,0,2,0,0,4.2,25.61562023,-47,18,-4.333333333,0,1,0.597,0.6028,0.3248,-0.2015,-0.1986,0,4.2,4.2,-26,0.56,0.715,0.71,0.695,0.7675,0.48245,0.57432,0.60415,0.61589,0.62292
111,28,1,28,1,0,0,0,1,47,0.6,-13,1,0,0,0,1,0,0,-5,29.39387691,-41,19,-11,0,1,0.1996,0.2092,-0.0074,-0.4002,-0.3954,0,-5,-5,-48,0.245,0.4125,0.4125,0.4,0.3875,0.24033,0.33932,0.34124,0.34313,0.34289
112,-7,1,-7,1,0,0,0,1,28,0.2,-18,0,1,0,0,7,0,0,-1.8,18.40815037,-11,38,29.25,0.388888889,1,-0.589,-0.6024,0.7542,0.2055,0.1988,0,-1.8,-1.8,19.6,0.51,0.36,0.3075,0.2925,0.26,0.58881,0.48555,0.44412,0.43729,0.43291
113,9,0.95,0,1,0,0,0,1,37,0.25,-3,0,0,0,1,6,0,0,-1.55,16.3483289,-3,85,38.78571429,0,1,-0.5056,-0.4986,0.7088,-0.7528,-0.7371,0,-1.55,-1.55,-140.65,0.3525,0.3675,0.365,0.375,0.3675,0.35829,0.35315,0.35193,0.35095,0.35135
114,72,0.01,-2,1,0,0,0,1,112,0.25,-33,1,0,0,0,1,0,-1,4.51,55.42393474,-31,40,4.5,0.060606061,1,-0.4812,-0.5092,0.0184,0.2501,0.2354,0,4.51,4.51,69.6,0.4375,0.445,0.3975,0.415,0.3175,0.45013,0.39059,0.41012,0.41617,0.41832
115,50,0.4,5,1,0,0,0,1,20,0.8,-17,0,1,0,0,7,0,0,-10.4,-7.204922518,-22,-27,-12.125,0,1,-0.1966,-0.0462,-0.2416,-0.2011,-0.2001,0,-10.4,-10.4,-26.8,0.1725,0.185,0.2275,0.2,0.1975,0.1072,0.19636,0.20645,0.20633,0.20599
116,2,1,2,1,0,0,0,1,45,0.05,3,0,1,0,0,5,0,0,3.1,9.156418514,1,45,36,0.666666667,1,1,1,1,0,0,1,3.1,3.1,0,0.9475,0.99,0.995,1,0.9975,1,1,1,1,1
117,-6,1,-6,1,0,0,0,1,7,0.5,-30,1,0,0,0,1,0,0,-5.5,18.5,-24,13,-5.5,0.2,1,0.0142,-0.0044,0.0142,0.5071,0.4978,0,-5.5,-5.5,37,0.325,0.3925,0.3625,0.345,0.3425,0.36665,0.37255,0.34317,0.33332,0.33119
118,26,1,26,1,0,0,0,1,46,0.5,10,0,0,1,0,6,0,0,2,19.86202407,-37,25,2.857142857,0,1,-0.0686,-0.0444,0.137,-0.0159,-0.0132,0,2,2,-1.9375,0.465,0.56,0.6175,0.585,0.5675,0.43523,0.46136,0.49719,0.50647,0.51457
119,19,0.4,12,1,0,0,0,1,100,0.25,-12,0,0,0,1,2,0,0,1.2,45.07071436,-24,82,47.16666667,0,1,-0.4922,-0.5082,0.3328,-0.7461,-0.7541,0,1.2,1.2,-169.5,0.3325,0.315,0.3425,0.3425,0.345,0.34177,0.3418,0.37095,0.38085,0.38653
120,-9,0.95,-26,1,0,0,0,1,-1,0.1,-11,1,0,0,0,1,0,0,-0.15,-0.705064102,15,8,11.5,0.423076923,-1,-0.7062,-0.7062,1,0,0,0,-0.15,-0.15,0,0.565,0.4075,0.425,0.4575,0.4175,0.66875,0.57685,0.52872,0.51257,0.50528
121,-8,1,-8,1,0,0,0,1,21,0.01,0,0,1,0,0,3,0,0,8.21,2.090669749,8,30,23.75,0,1,1,1,1,1,1,1,8.21,8.21,30.3,0.7925,0.945,0.9925,0.9975,0.9875,1,1,1,1,1
122,68,0.05,-14,1,0,0,0,1,-11,0.9,-36,1,0,0,0,1,0,0,-3.6,-10.37148567,-22,-79,-50.5,0.388888889,1,0.7044,0.7132,-1,-0.0485,-0.0494,0,-3.6,-3.6,-10.4,0.36,0.3875,0.42,0.46,0.395,0.11841,0.16884,0.19515,0.20563,0.21195
123,28,0.75,-13,1,0,0,0,1,57,0.1,16,1,0,0,0,1,0,0,2.35,-5.453520778,29,29,29,0,1,-0.3114,-0.3496,1,0.249,0.2501,0,2.35,2.35,35,0.735,0.64,0.655,0.6975,0.6275,0.786,0.66593,0.63233,0.62669,0.61804
124,15,0.95,7,1,0,0,0,1,42,0.01,19,1,0,0,0,1,0,0,4.63,0.544911528,12,27,19.5,0.368421053,1,1,1,1,0,0,1,4.63,4.63,0,0.8525,0.955,0.965,0.97,0.9775,1,1,1,1,1
125,28,1,28,1,0,0,0,1,41,0.4,12,1,0,0,0,1,0,0,-4.4,14.20704051,-16,13,-1.5,0.428571429,1,-0.1974,-0.193,0.004,0,0,0,-4.4,-4.4,0,0.2925,0.36,0.325,0.3275,0.36,0.26461,0.29,0.26839,0.26273,0.2604
126,-8,1,-8,1,0,0,0,1,80,0.2,-18,0,1,0,0,7,0,0,9.6,39.20382634,-10,91,75.75,0.444444444,1,-0.6034,-0.6048,0.754,0.1983,0.1976,0,9.6,9.6,40.4,0.53,0.515,0.51,0.4875,0.5175,0.83349,0.75943,0.72656,0.71439,0.70884
127,4,1,4,1,0,0,0,1,29,0.6,-40,1,0,0,0,1,1,0,-2.6,33.80295845,-44,25,-9.5,0,1,-0.24,0.2,0.0024,-0.62,-0.4,0,-17.83333333,-10.21666667,-55.2,0.2625,0.3325,0.4425,0.4625,0.44,0.22008,0.34692,0.37017,0.38191,0.388
128,-3,1,-3,1,0,0,0,1,32,0.4,-16,1,0,0,0,1,0,0,6.2,23.51510153,-13,35,11,0.1875,1,-0.195,-0.1902,-0.0048,0.4025,0.4049,0,6.2,6.2,38.4,0.6375,0.565,0.555,0.5675,0.56,0.65856,0.60076,0.61788,0.62425,0.62529
129,-2,1,-2,1,0,0,0,1,-2,1,-2,0,1,0,0,9,0,0,0,1.414213562,-4,4,0,0.333333333,1,0.0056,-0.0103,0.0088,0.1469,0.1402,0,0,0,1.4375,0.4625,0.5325,0.5075,0.48,0.525,0.49029,0.49128,0.49703,0.49703,0.50267
130,72,0.4,-41,1,0,0,0,1,16,0.01,1,1,0,0,0,1,0,0,-3.05,-53.86598703,42,-56,-7,0,1,0.2022,0.2112,-0.0044,0.6011,0.6056,0,-3.05,-3.05,135.6,0.6125,0.5975,0.56,0.5425,0.54,0.64723,0.60612,0.57616,0.56392,0.56005
131,18,1,18,1,0,0,0,1,45,0.01,11,1,0,0,0,1,0,0,-6.66,3.382957286,-7,27,10,0.611111111,1,-0.9792,-0.9798,-0.0092,0,0,0,-6.66,-6.66,0,0.185,0.0875,0.08,0.0825,0.0625,0.22645,0.15909,0.11291,0.09928,0.094653
132,11,1,11,1,0,0,0,1,20,0.99,4,0,1,0,0,7,0,0,8.84,2.004844134,-7,12,7,0.363636364,1,0.9752,0.9808,0.7454,0,0,0,8.84,8.84,0,0.81,0.94,0.965,0.97,0.9775,0.98488,0.98984,0.99267,0.99339,0.99339
133,3,1,3,1,0,0,0,1,8,0.99,-17,0,1,0,0,9,0,0,4.750000008,2.857883835,-20,9,2.5,0,1,0.9774,0.9792,0.7936,-0.0113,-0.0104,0,4.750000008,4.750000008,-0.579999971,0.705,0.905,0.92,0.9175,0.9375,0.73279,0.80924,0.85636,0.87349,0.87951
134,27,0.05,24,1,0,0,0,1,31,0.5,10,0,1,0,0,3,0,0,-3.65,9.858063179,-14,5,0.25,0.416666667,1,-0.001,0.0088,0.5056,0,0,0,-3.65,-3.65,0,0.3425,0.335,0.375,0.38,0.37,0.2814,0.30813,0.29123,0.28217,0.28043
135,6,1,6,1,0,0,0,1,8,0.5,-1,1,0,0,0,1,0,0,-2.5,4.5,-7,2,-2.5,0,1,0.0034,-0.0108,0.0034,-0.4983,-0.5054,0,-2.5,-2.5,-9,0.245,0.3175,0.305,0.29,0.285,0.11384,0.13961,0.1434,0.14455,0.14379
136,4,1,4,1,0,0,0,1,25,0.01,-5,1,0,0,0,1,0,0,-8.7,2.984962311,-9,21,6,0,1,-0.9798,-0.9814,0.0006,-0.9899,-0.9907,0,-8.7,-8.7,-59.4,0.155,0.07,0.0725,0.045,0.045,0.04736,0.035747,0.02748,0.023533,0.02216
137,3,1,3,1,0,0,0,1,4,0.4,3,0,1,0,0,5,1,0,0.4,0.8,-1,3,1,0.666666667,1,-0.2954,0.2564,0.4052,0,0,0,0,0.2,0,0.73,0.8625,0.895,0.9025,0.8975,0.63835,0.64355,0.64179,0.64239,0.64211
138,23,1,23,1,0,0,0,1,21,0.8,16,1,0,0,0,1,0,0,-3,2,-7,-2,-4.5,0.695652174,1,-1,-1,-1,0,0,-1,-3,-3,0,0.1325,0.065,0.0075,0.0175,0.015,0,0,0,0,0
139,14,1,14,1,0,0,0,1,35,0.6,-9,0,1,0,0,7,0,0,3.4,21.57637597,-23,24,15.5,0,1,0.1978,0.1906,0.7418,-0.4011,-0.4047,0,3.4,3.4,-37.6,0.48,0.6675,0.7,0.6375,0.6475,0.53117,0.56773,0.59735,0.60589,0.60897
140,-2,1,-2,1,0,0,0,1,9,0.25,8,1,0,0,0,1,0,0,10.25,0.433012702,10,11,10.5,0,1,1,1,1,1,1,1,10.25,10.25,22,0.91,0.98,0.98,0.985,0.98,1,1,1,1,1
141,28,0.8,-26,1,0,0,0,1,22,0.75,2,1,0,0,0,1,0,0,-0.2,-12.93974596,28,-6,11,0,1,-0.598,-0.5838,-0.0068,0.201,0.2081,0,-0.2,-0.2,21.6,0.7725,0.695,0.615,0.6025,0.62,0.6218,0.50061,0.46097,0.45185,0.4436
142,23,1,23,1,0,0,0,1,29,0.8,-8,1,0,0,0,1,0,0,-1.4,14.8,-31,6,-12.5,0,1,0.5952,0.6068,0.0108,-0.2024,-0.1966,0,-1.4,-1.4,-14.8,0.2975,0.44,0.4275,0.51,0.5375,0.32992,0.43453,0.46615,0.48136,0.48347
143,67,0.5,-39,1,0,0,0,1,93,0.25,-15,1,0,0,0,1,0,0,-2,-6.234628196,24,26,25,0.384615385,1,0.5052,0.2462,1,-0.2474,-0.2492,0,-2,-2,-66,0.525,0.5775,0.5425,0.595,0.6325,0.66287,0.61125,0.55367,0.54132,0.53908
144,16,0.8,12,1,0,0,0,1,15,1,15,0,1,0,0,9,0,0,-0.2,-0.185786438,-1,3,1,0.916666667,1,-0.1324,-0.2278,0.4468,0,0,0,-0.2,-0.2,0,0.4175,0.495,0.435,0.415,0.42,0.50143,0.47955,0.46719,0.46375,0.46527
145,17,0.5,-27,1,0,0,0,1,3,0.75,-35,0,1,0,0,7,0,0,-1.5,-5.511367552,-8,-11,3.25,0.771428571,1,-0.4986,-0.2474,-0.2532,0.2507,0.2446,0,-1.5,-1.5,25.390625,0.415,0.425,0.4175,0.3375,0.34,0.45056,0.45015,0.46597,0.46537,0.46311
146,45,0.2,3,1,0,0,0,1,75,0.05,13,0,1,0,0,5,0,0,4.7,-3.285563275,10,32,40.66666667,0.230769231,1,0.6998,0.618,1,0,0,0,4.7,4.7,0,0.785,0.8225,0.8375,0.8675,0.835,0.903,0.85959,0.82217,0.81395,0.81231
147,29,1,29,1,0,0,0,1,36,0.1,32,0,1,0,0,7,0,0,3.4,1.260952021,3,10,6.5,0.90625,1,1,1,1,0,0,1,3.4,3.4,0,0.88,0.9625,0.9875,0.98,0.9675,1,1,1,1,1
148,65,0.01,1,1,0,0,0,1,12,0.01,3,1,0,0,0,1,1,-1,1.45,-5.472430904,2,-53,-25.5,0.333333333,1,0.9836,0.9774,-0.0084,0,0,0,2.406666667,1.928333333,0,0.73,0.81,0.8175,0.8425,0.8525,0.67317,0.72593,0.76087,0.76383,0.76647
149,12,1,12,1,0,0,0,1,31,0.1,12,0,1,0,0,3,0,0,1.9,5.704384279,0,20,14.25,1,1,0.0979,0.1007,0.7471,0,0,1,1.9,1.9,0,0.8575,0.9,0.92,0.91,0.94,1,1,1,1,1
150,16,1,16,1,0,0,0,1,24,0.05,12,0,0,1,0,3,0,0,-3.4,2.672077843,-4,10,4.5,0.75,1,-0.9032,-0.8962,0.5044,0,0,0,-3.4,-3.4,-1.78E-15,0.3525,0.25,0.215,0.185,0.17,0.24981,0.1898,0.15092,0.14012,0.13549
151,27,0.8,-37,0,0,0,1,7,28,0.01,20,0,1,0,0,3,0,0,5.88,-29.36310351,57,-118,-17.75,0,1,-0.6054,-0.591,-0.3881,0.1973,0.1988,0,5.88,5.88,73.6,0.669491525,0.5,0.447457627,0.454237288,0.462711864,0.80564,0.79284,0.78272,0.78936,0.786
152,87,0.2,-26,0,1,0,0,5,64,0.05,0,0,1,0,0,9,0,0,6.600000064,-31.25015142,26,-21,-10.56666667,0,1,0.6132,0.5936,-0.6612,0.6606,0.6042,0,6.600000064,6.600000064,74.75000012,0.785,0.798333333,0.778333333,0.79,0.786666667,0.76716,0.75708,0.73632,0.72968,0.72084
153,39,0.4,6,0,1,0,0,5,15,0.95,12,1,0,0,0,1,0,1,-4.35,-15.52516389,6,-26,-20,0.5,1,0.2114,0.2072,-0.6584,0,0,0,-4.35,-4.35,0,0.366956522,0.300869565,0.35826087,0.354782609,0.380869565,0.20404,0.28256,0.30164,0.30848,0.3056
154,46,0.1,16,1,0,0,0,1,65,0.2,2,0,1,0,0,5,1,0,-4.4,16.20396794,-14,21,23.5,0.125,1,-0.2668,-0.6062,0.6608,0,0,0,6.166666667,0.883333333,0,0.663247863,0.582905983,0.434188034,0.401709402,0.335042735,0.95612,0.72708,0.51344,0.44268,0.4052
155,7,1,7,1,0,0,0,1,6,0.01,-4,0,1,0,0,5,0,0,-10.9,1,-11,1,-2.666666667,0,1,-0.9963,-0.9964,-0.5054,-0.9896,-0.99,0,-10.9,-10.9,-23.76,0.030252101,0.011764706,0.008403361,0.003361345,0.003361345,0.00068,0.00032,0.0004,0.00024,0.00024
156,-1,1,-1,1,0,0,0,1,1,0.2,-1,0,1,0,0,7,0,0,0.4,0.969535971,-1,5,2,0.5,1,0.1776,0.1747,0.573,0.1808,0.1788,0,0.4,0.4,1.85625,0.901694915,0.942372881,0.952542373,0.969491525,0.966101695,0.687,0.6696,0.66144,0.66108,0.65676
157,16,1,16,1,0,0,0,1,33,0.5,14,1,0,0,0,1,0,0,7.5,9.5,-2,17,7.5,0.875,1,-0.0102,0.012,-0.0102,0,0,0,7.5,7.5,0,0.910169492,0.925423729,0.898305085,0.894915254,0.9,0.9746,0.9716,0.97488,0.97596,0.97556
158,3,0.8,-17,0,0,0,1,2,6,0.6,-13,0,1,0,0,9,0,0,-0.6,1.322454892,4,6,7.766666667,0.764705882,1,0.5943,0.3041,1,-0.2015,-0.2079,0,-0.6,-0.6,-10.8,0.522033898,0.540677966,0.610169492,0.603389831,0.601694915,0.6236,0.57656,0.537,0.52852,0.52788
159,14,1,14,1,0,0,0,1,20,0.95,16,1,0,0,0,1,0,0,5.8,0.871779789,2,6,4,0.875,1,1,1,1,0,0,1,5.8,5.8,0,0.906896552,0.962068966,0.986206897,0.99137931,0.99137931,1,1,1,1,1
160,60,0.1,19,1,0,0,0,1,34,0.8,23,1,0,0,0,1,0,-1,8.7,-7.9,4,-26,-11,0.826086957,1,0.7918,0.798,-0.0192,0,0,0,8.7,8.7,0,0.801724138,0.853448276,0.824137931,0.843103448,0.851724138,0.79076,0.8244,0.84784,0.852,0.85936
161,0,0.9,-4,0,0,0,1,5,-2,0.99,-8,1,0,0,0,1,0,0,-1.66,-6.726940907,-4,-28,-11.4,0.5,1,0.2981,0.3197,-1,-0.2305,-0.2271,0,-1.66,-1.66,-15.3,0.176470588,0.208403361,0.223529412,0.23697479,0.284033613,0.17092,0.23212,0.24692,0.25736,0.25736
162,39,0.6,14,1,0,0,0,1,48,0.25,24,1,0,0,0,1,0,0,1,-1.855143869,10,9,9.5,0.583333333,1,0.2842,0.0936,1,0,0,0,1,1,0,0.540677966,0.510169492,0.579661017,0.56440678,0.559322034,0.747,0.65456,0.61572,0.6034,0.5962
163,25,1,25,1,0,0,0,1,35,0.2,12,1,0,0,0,1,0,0,-8.4,9.2,-13,10,-1.5,0.48,1,-0.6024,-0.592,-0.0058,0,0,0,-8.4,-8.4,0,0.093220339,0.115254237,0.116949153,0.111864407,0.105084746,0.1,0.10076,0.08796,0.08648,0.079
164,1,0.5,1,1,0,0,0,1,40,0.01,-4,1,0,0,0,1,0,0,-4.56,4.377944723,-5,39,17,0,1,-0.981,-0.9786,0.0046,-0.9905,-0.9893,0,-4.56,-4.56,-87.12,0.107563025,0.11092437,0.124369748,0.11092437,0.105882353,0.1322,0.11084,0.0916,0.08208,0.07928
165,35,0.75,-18,1,0,0,0,1,53,0.2,27,0,1,0,0,9,0,0,10.45,-12.53046018,45,22,41.9,0,1,-0.0872,-0.193,1,0.2513,0.2439,0,10.45,10.45,37.5,0.901694915,0.86779661,0.844067797,0.861016949,0.820338983,0.96968,0.9448,0.94088,0.94008,0.93644
166,-6,1,-6,1,0,0,0,1,15,0.6,-10,1,0,0,0,1,0,0,11,12.24744871,-4,21,8.5,0.6,1,0.1856,0.206,-0.0138,0.5928,0.603,0,11,11,30,0.907692308,0.931623932,0.892307692,0.904273504,0.926495726,0.99116,0.9884,0.99028,0.99076,0.9904
167,13,1,13,1,0,0,0,1,12,0.8,8,1,0,0,0,1,0,0,-1.8,1.6,-5,-1,-3,0.615384615,1,-1,-1,-1,0,0,-1,-1.8,-1.8,0,0.054237288,0.022033898,0.005084746,0.005084746,0.005084746,0,0,0,0,0
168,29,1,29,1,0,0,0,1,31,0.8,10,0,1,0,0,3,0,0,-2.2,8.423775875,-19,3,-3.25,0.344827586,1,0.597,0.5946,0.4874,0,0,0,-2.2,-2.2,0,0.245762712,0.371186441,0.410169492,0.377966102,0.355932203,0.25876,0.287,0.29412,0.28808,0.29132
169,58,0.1,0,1,0,0,0,1,26,0.2,8,0,0,0,1,3,1,-1,5.8,-10.11714342,8,-28,-7,0,1,0.7994,0.7972,0.012,0.8997,0.8986,0,6.133333333,5.966666667,52.2,0.876521739,0.909565217,0.902608696,0.869565217,0.871304348,0.89352,0.87288,0.85952,0.85412,0.85756
170,30,0.99,28,0,0,0,1,6,30,0.6,19,0,0,1,0,6,0,0,-4.38,-1.156290566,-52,-52,-25.28571429,0,1,-0.202,-0.1008,-1,-0.0191,-0.0198,0,-4.38,-4.38,-4.275,0.07008547,0.063247863,0.109401709,0.109401709,0.097435897,0.07924,0.15724,0.18076,0.18992,0.19108
171,-8,1,-8,1,0,0,0,1,7,0.25,-14,0,1,0,0,9,0,0,-0.749999993,9.120718188,-6,19,12.9,0.571428571,1,-0.4968,-0.4968,0.8016,0.2516,0.2516,0,-0.749999993,-0.749999993,12.50000003,0.579487179,0.557264957,0.528205128,0.41025641,0.382905983,0.64544,0.54056,0.49684,0.48152,0.47332
172,21,1,21,1,0,0,0,1,26,0.8,-24,1,0,0,0,1,0,0,-5,20,-45,5,-20,0,1,0.5914,0.6114,-0.005,-0.2043,-0.1943,0,-5,-5,-20,0.189655172,0.284482759,0.305172414,0.312068966,0.34137931,0.16168,0.21988,0.24256,0.2508,0.26008
173,83,0.5,-33,0,1,0,0,7,25,1,25,1,0,0,0,1,0,0,0,-58.00646516,58,-61,-43.5,0,1,0.0226,-0.001,-0.7466,0.5113,0.4995,0,0,0,119,0.613793103,0.496551724,0.487931034,0.525862069,0.501724138,0.605,0.55736,0.54552,0.54144,0.54224
174,74,0.6,-36,0,1,0,0,5,46,0.5,-11,0,1,0,0,3,0,0,-12.5,-25.38995545,25,-29,-23.91666667,0.305555556,1,-0.2034,-0.2048,-0.6698,-0.1032,-0.097,0,-12.5,-12.5,-22.4,0.499159664,0.371428571,0.354621849,0.32605042,0.297478992,0.18,0.28908,0.3022,0.29968,0.29644
175,-4,1,-4,1,0,0,0,1,-2,0.8,-25,0,1,0,0,9,0,0,-2.6,9.286549413,-21,6,-0.3,0.16,1,0.4608,0.479,0.3078,0.1204,0.1219,0,-2.6,-2.6,3.88125,0.313793103,0.437931034,0.482758621,0.489655172,0.427586207,0.26132,0.28248,0.27236,0.26968,0.26804
176,-9,1,-9,1,0,0,0,1,12,0.5,-8,1,0,0,0,1,1,0,11,10,1,21,11,0.888888889,1,1,1,1,0.1454,0.4989,1,4,7.5,21,0.860344828,0.975862069,1,1,1,1,1,1,1,1
177,41,0.4,-4,0,1,0,0,5,42,0.4,-9,0,1,0,0,5,1,0,-2.6,2.93832096,-5,1,0,0.444444444,1,-0.1926,-0.2955,0.6826,0.0284,-0.0072,0,-1.166666667,-1.883333333,0,0.562711864,0.523728814,0.477966102,0.415254237,0.386440678,0.96364,0.73372,0.5934,0.53888,0.4912
178,32,0.6,-38,1,0,0,0,1,14,0.2,4,0,0,1,0,3,0,0,2,-30.14556813,42,-16,14,0,1,-0.1972,-0.1954,0.0034,0.4014,0.4023,0,2,2,56,0.820338983,0.738983051,0.661016949,0.644067797,0.642372881,0.72696,0.622,0.6074,0.59892,0.5944
179,36,0.8,-18,0,1,0,0,5,52,0.25,21,0,0,1,0,3,0,0,3.55,-8.13936002,39,16,16.75,0,1,-0.114,-0.2214,0.8422,0.1969,0.1949,0,3.55,3.55,28.8,0.825210084,0.749579832,0.682352941,0.695798319,0.705882353,0.7944,0.67888,0.64464,0.64192,0.6348
