GameID,Ha,pHa,La,lot_shape__A,lot_shape_symm_A,lot_shape_L_A,lot_shape_R_A,LotNumA,Hb,pHb,Lb,lot_shape__B,lot_shape_symm_B,lot_shape_L_B,lot_shape_R_B,LotNumB,Amb,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,block,Feedback,B_rate
82,10,1,10,1,0,0,0,1,41,0.25,-3,1,0,0,0,1,1,0,-2,19.05255888,-13,31,9,0,1,-0.4674,-0.4724,-0.0042,-0.7339,-0.7516,0,-1.333333333,-1.666666667,-66,3,1,0.3471
82,10,1,10,1,0,0,0,1,41,0.25,-3,1,0,0,0,1,1,0,-2,19.05255888,-13,31,9,0,1,-0.4674,-0.4724,-0.0042,-0.7339,-0.7516,0,-1.333333333,-1.666666667,-66,4,1,0.3409
82,10,1,10,1,0,0,0,1,41,0.25,-3,1,0,0,0,1,1,0,-2,19.05255888,-13,31,9,0,1,-0.4674,-0.4724,-0.0042,-0.7339,-0.7516,0,-1.333333333,-1.666666667,-66,5,1,0.3407
83,69,0.6,-48,0,0,1,0,5,55,0.1,34,1,0,0,0,1,0,0,13.9,-51.32082957,82,-18,0.333333333,0,1,-0.2074,-0.196,-0.6738,0.4017,0.3957,0,13.9,13.9,96.8,1,0,0.76415
83,69,0.6,-48,0,0,1,0,5,55,0.1,34,1,0,0,0,1,0,0,13.9,-51.32082957,82,-18,0.333333333,0,1,-0.2074,-0.196,-0.6738,0.4017,0.3957,0,13.9,13.9,96.8,2,1,0.6907
83,69,0.6,-48,0,0,1,0,5,55,0.1,34,1,0,0,0,1,0,0,13.9,-51.32082957,82,-18,0.333333333,0,1,-0.2074,-0.196,-0.6738,0.4017,0.3957,0,13.9,13.9,96.8,3,1,0.68255
83,69,0.6,-48,0,0,1,0,5,55,0.1,34,1,0,0,0,1,0,0,13.9,-51.32082957,82,-18,0.333333333,0,1,-0.2074,-0.196,-0.6738,0.4017,0.3957,0,13.9,13.9,96.8,4,1,0.67595
83,69,0.6,-48,0,0,1,0,5,55,0.1,34,1,0,0,0,1,0,0,13.9,-51.32082957,82,-18,0.333333333,0,1,-0.2074,-0.196,-0.6738,0.4017,0.3957,0,13.9,13.9,96.8,5,1,0.67645
84,24,1,24,1,0,0,0,1,39,0.25,23,1,0,0,0,1,0,0,3,6.92820323,-1,15,7,0.958333333,1,-0.5008,-0.5102,-0.0044,0,0,0,3,3,0,1,0,0.8781
84,24,1,24,1,0,0,0,1,39,0.25,23,1,0,0,0,1,0,0,3,6.92820323,-1,15,7,0.958333333,1,-0.5008,-0.5102,-0.0044,0,0,0,3,3,0,2,1,0.86105
84,24,1,24,1,0,0,0,1,39,0.25,23,1,0,0,0,1,0,0,3,6.92820323,-1,15,7,0.958333333,1,-0.5008,-0.5102,-0.0044,0,0,0,3,3,0,3,1,0.8592
84,24,1,24,1,0,0,0,1,39,0.25,23,1,0,0,0,1,0,0,3,6.92820323,-1,15,7,0.958333333,1,-0.5008,-0.5102,-0.0044,0,0,0,3,3,0,4,1,0.8616
84,24,1,24,1,0,0,0,1,39,0.25,23,1,0,0,0,1,0,0,3,6.92820323,-1,15,7,0.958333333,1,-0.5008,-0.5102,-0.0044,0,0,0,3,3,0,5,1,0.8606
85,11,0.75,-30,0,0,0,1,2,-1,0.4,-9,0,1,0,0,3,0,0,-6.55,-13.83001421,21,-12,-0.333333333,0.3,1,-0.4954,-0.5038,-0.3312,-0.7477,-0.7319,0,-6.55,-6.55,-58.8,1,0,0.1992
85,11,0.75,-30,0,0,0,1,2,-1,0.4,-9,0,1,0,0,3,0,0,-6.55,-13.83001421,21,-12,-0.333333333,0.3,1,-0.4954,-0.5038,-0.3312,-0.7477,-0.7319,0,-6.55,-6.55,-58.8,2,1,0.22545
85,11,0.75,-30,0,0,0,1,2,-1,0.4,-9,0,1,0,0,3,0,0,-6.55,-13.83001421,21,-12,-0.333333333,0.3,1,-0.4954,-0.5038,-0.3312,-0.7477,-0.7319,0,-6.55,-6.55,-58.8,3,1,0.20595
85,11,0.75,-30,0,0,0,1,2,-1,0.4,-9,0,1,0,0,3,0,0,-6.55,-13.83001421,21,-12,-0.333333333,0.3,1,-0.4954,-0.5038,-0.3312,-0.7477,-0.7319,0,-6.55,-6.55,-58.8,4,1,0.2047
85,11,0.75,-30,0,0,0,1,2,-1,0.4,-9,0,1,0,0,3,0,0,-6.55,-13.83001421,21,-12,-0.333333333,0.3,1,-0.4954,-0.5038,-0.3312,-0.7477,-0.7319,0,-6.55,-6.55,-58.8,5,1,0.1986
86,6,1,6,1,0,0,0,1,20,0.8,16,0,0,1,0,3,0,0,13.2,2.712931993,10,16,13.33333333,0.375,1,1,1,1,0,0,1,13.2,13.2,0,1,0,1
86,6,1,6,1,0,0,0,1,20,0.8,16,0,0,1,0,3,0,0,13.2,2.712931993,10,16,13.33333333,0.375,1,1,1,1,0,0,1,13.2,13.2,0,2,1,1
86,6,1,6,1,0,0,0,1,20,0.8,16,0,0,1,0,3,0,0,13.2,2.712931993,10,16,13.33333333,0.375,1,1,1,1,0,0,1,13.2,13.2,0,3,1,1
86,6,1,6,1,0,0,0,1,20,0.8,16,0,0,1,0,3,0,0,13.2,2.712931993,10,16,13.33333333,0.375,1,1,1,1,0,0,1,13.2,13.2,0,4,1,1
86,6,1,6,1,0,0,0,1,20,0.8,16,0,0,1,0,3,0,0,13.2,2.712931993,10,16,13.33333333,0.375,1,1,1,1,0,0,1,13.2,13.2,0,5,1,1
87,32,0.1,8,1,0,0,0,1,33,0.05,7,0,1,0,0,3,0,0,-2.1,-1.531225882,-1,2,6.5,0.875,1,-0.9134,-0.9008,0.4936,0,0,0,-2.1,-2.1,-3.55E-15,1,0,0.3278
87,32,0.1,8,1,0,0,0,1,33,0.05,7,0,1,0,0,3,0,0,-2.1,-1.531225882,-1,2,6.5,0.875,1,-0.9134,-0.9008,0.4936,0,0,0,-2.1,-2.1,-3.55E-15,2,1,0.29165
87,32,0.1,8,1,0,0,0,1,33,0.05,7,0,1,0,0,3,0,0,-2.1,-1.531225882,-1,2,6.5,0.875,1,-0.9134,-0.9008,0.4936,0,0,0,-2.1,-2.1,-3.55E-15,3,1,0.2698
87,32,0.1,8,1,0,0,0,1,33,0.05,7,0,1,0,0,3,0,0,-2.1,-1.531225882,-1,2,6.5,0.875,1,-0.9134,-0.9008,0.4936,0,0,0,-2.1,-2.1,-3.55E-15,4,1,0.26605
87,32,0.1,8,1,0,0,0,1,33,0.05,7,0,1,0,0,3,0,0,-2.1,-1.531225882,-1,2,6.5,0.875,1,-0.9134,-0.9008,0.4936,0,0,0,-2.1,-2.1,-3.55E-15,5,1,0.2622
88,82,0.25,6,0,1,0,0,5,73,0.01,26,1,0,0,0,1,0,0,1.47,-28.23632253,20,-11,-19.83333333,0.230769231,1,0.504,0.4856,-0.666,0,0,0,1.47,1.47,0,1,0,0.5581
88,82,0.25,6,0,1,0,0,5,73,0.01,26,1,0,0,0,1,0,0,1.47,-28.23632253,20,-11,-19.83333333,0.230769231,1,0.504,0.4856,-0.666,0,0,0,1.47,1.47,0,2,1,0.61255
88,82,0.25,6,0,1,0,0,5,73,0.01,26,1,0,0,0,1,0,0,1.47,-28.23632253,20,-11,-19.83333333,0.230769231,1,0.504,0.4856,-0.666,0,0,0,1.47,1.47,0,3,1,0.59615
88,82,0.25,6,0,1,0,0,5,73,0.01,26,1,0,0,0,1,0,0,1.47,-28.23632253,20,-11,-19.83333333,0.230769231,1,0.504,0.4856,-0.666,0,0,0,1.47,1.47,0,4,1,0.5946
88,82,0.25,6,0,1,0,0,5,73,0.01,26,1,0,0,0,1,0,0,1.47,-28.23632253,20,-11,-19.83333333,0.230769231,1,0.504,0.4856,-0.666,0,0,0,1.47,1.47,0,5,1,0.59685
89,-4,0.9,-24,1,0,0,0,1,27,0.6,-38,0,0,1,0,4,0,0,7,26.04059925,-14,34,26,0.631578947,1,0.2102,0.2038,0.6016,0.5933,0.6028,0,7,7,81.6,1,0,0.84325
89,-4,0.9,-24,1,0,0,0,1,27,0.6,-38,0,0,1,0,4,0,0,7,26.04059925,-14,34,26,0.631578947,1,0.2102,0.2038,0.6016,0.5933,0.6028,0,7,7,81.6,2,1,0.7569
89,-4,0.9,-24,1,0,0,0,1,27,0.6,-38,0,0,1,0,4,0,0,7,26.04059925,-14,34,26,0.631578947,1,0.2102,0.2038,0.6016,0.5933,0.6028,0,7,7,81.6,3,1,0.76475
89,-4,0.9,-24,1,0,0,0,1,27,0.6,-38,0,0,1,0,4,0,0,7,26.04059925,-14,34,26,0.631578947,1,0.2102,0.2038,0.6016,0.5933,0.6028,0,7,7,81.6,4,1,0.7604
89,-4,0.9,-24,1,0,0,0,1,27,0.6,-38,0,0,1,0,4,0,0,7,26.04059925,-14,34,26,0.631578947,1,0.2102,0.2038,0.6016,0.5933,0.6028,0,7,7,81.6,5,1,0.75865
90,14,1,14,1,0,0,0,1,181,0.1,-7,1,0,0,0,1,0,0,-2.2,56.4,-21,167,73,0,1,-0.8042,-0.8028,-0.0004,-0.8978,-0.8979,0,-2.2,-2.2,-338.4,1,0,0.19525
90,14,1,14,1,0,0,0,1,181,0.1,-7,1,0,0,0,1,0,0,-2.2,56.4,-21,167,73,0,1,-0.8042,-0.8028,-0.0004,-0.8978,-0.8979,0,-2.2,-2.2,-338.4,2,1,0.1757
90,14,1,14,1,0,0,0,1,181,0.1,-7,1,0,0,0,1,0,0,-2.2,56.4,-21,167,73,0,1,-0.8042,-0.8028,-0.0004,-0.8978,-0.8979,0,-2.2,-2.2,-338.4,3,1,0.1798
90,14,1,14,1,0,0,0,1,181,0.1,-7,1,0,0,0,1,0,0,-2.2,56.4,-21,167,73,0,1,-0.8042,-0.8028,-0.0004,-0.8978,-0.8979,0,-2.2,-2.2,-338.4,4,1,0.18055
90,14,1,14,1,0,0,0,1,181,0.1,-7,1,0,0,0,1,0,0,-2.2,56.4,-21,167,73,0,1,-0.8042,-0.8028,-0.0004,-0.8978,-0.8979,0,-2.2,-2.2,-338.4,5,1,0.1836
91,21,1,21,1,0,0,0,1,43,0.4,16,1,0,0,0,1,1,0,5.8,13.22724461,-5,22,8.5,0.761904762,1,-0.5332,-0.1888,-0.0092,0,0,0,1.166666667,3.483333333,0,1,0,0.7605
91,21,1,21,1,0,0,0,1,43,0.4,16,1,0,0,0,1,1,0,5.8,13.22724461,-5,22,8.5,0.761904762,1,-0.5332,-0.1888,-0.0092,0,0,0,1.166666667,3.483333333,0,2,1,0.7192
91,21,1,21,1,0,0,0,1,43,0.4,16,1,0,0,0,1,1,0,5.8,13.22724461,-5,22,8.5,0.761904762,1,-0.5332,-0.1888,-0.0092,0,0,0,1.166666667,3.483333333,0,3,1,0.7478
91,21,1,21,1,0,0,0,1,43,0.4,16,1,0,0,0,1,1,0,5.8,13.22724461,-5,22,8.5,0.761904762,1,-0.5332,-0.1888,-0.0092,0,0,0,1.166666667,3.483333333,0,4,1,0.77205
91,21,1,21,1,0,0,0,1,43,0.4,16,1,0,0,0,1,1,0,5.8,13.22724461,-5,22,8.5,0.761904762,1,-0.5332,-0.1888,-0.0092,0,0,0,1.166666667,3.483333333,0,5,1,0.78975
92,32,0.5,-8,0,0,1,0,3,49,0.4,-19,0,1,0,0,5,0,0,-3.8,13.24420371,-11,17,16.16666667,0.421052632,1,-0.2152,-0.1906,0.6688,-0.0997,-0.1127,0,-3.8,-3.8,-14,1,0,0.4631
92,32,0.5,-8,0,0,1,0,3,49,0.4,-19,0,1,0,0,5,0,0,-3.8,13.24420371,-11,17,16.16666667,0.421052632,1,-0.2152,-0.1906,0.6688,-0.0997,-0.1127,0,-3.8,-3.8,-14,2,1,0.45475
92,32,0.5,-8,0,0,1,0,3,49,0.4,-19,0,1,0,0,5,0,0,-3.8,13.24420371,-11,17,16.16666667,0.421052632,1,-0.2152,-0.1906,0.6688,-0.0997,-0.1127,0,-3.8,-3.8,-14,3,1,0.4292
92,32,0.5,-8,0,0,1,0,3,49,0.4,-19,0,1,0,0,5,0,0,-3.8,13.24420371,-11,17,16.16666667,0.421052632,1,-0.2152,-0.1906,0.6688,-0.0997,-0.1127,0,-3.8,-3.8,-14,4,1,0.42145
92,32,0.5,-8,0,0,1,0,3,49,0.4,-19,0,1,0,0,5,0,0,-3.8,13.24420371,-11,17,16.16666667,0.421052632,1,-0.2152,-0.1906,0.6688,-0.0997,-0.1127,0,-3.8,-3.8,-14,5,1,0.4215
93,52,0.4,14,1,0,0,0,1,30,0.99,-30,0,1,0,0,7,0,0,0.2,-12.52309324,-44,-19,-10.5,0,1,0.1818,0.1832,-0.249,-0.0106,-0.0116,0,0.2,0.2,-1.64,1,0,0.33445
93,52,0.4,14,1,0,0,0,1,30,0.99,-30,0,1,0,0,7,0,0,0.2,-12.52309324,-44,-19,-10.5,0,1,0.1818,0.1832,-0.249,-0.0106,-0.0116,0,0.2,0.2,-1.64,2,1,0.4142
93,52,0.4,14,1,0,0,0,1,30,0.99,-30,0,1,0,0,7,0,0,0.2,-12.52309324,-44,-19,-10.5,0,1,0.1818,0.1832,-0.249,-0.0106,-0.0116,0,0.2,0.2,-1.64,3,1,0.4385
93,52,0.4,14,1,0,0,0,1,30,0.99,-30,0,1,0,0,7,0,0,0.2,-12.52309324,-44,-19,-10.5,0,1,0.1818,0.1832,-0.249,-0.0106,-0.0116,0,0.2,0.2,-1.64,4,1,0.4546
93,52,0.4,14,1,0,0,0,1,30,0.99,-30,0,1,0,0,7,0,0,0.2,-12.52309324,-44,-19,-10.5,0,1,0.1818,0.1832,-0.249,-0.0106,-0.0116,0,0.2,0.2,-1.64,5,1,0.4559
94,16,1,16,1,0,0,0,1,44,0.4,-6,0,0,1,0,2,0,0,-2,24.50306103,-22,29,11.33333333,0,1,-0.215,-0.203,0.3494,-0.5985,-0.5981,0,-2,-2,-61.2,1,0,0.31115
94,16,1,16,1,0,0,0,1,44,0.4,-6,0,0,1,0,2,0,0,-2,24.50306103,-22,29,11.33333333,0,1,-0.215,-0.203,0.3494,-0.5985,-0.5981,0,-2,-2,-61.2,2,1,0.3491
94,16,1,16,1,0,0,0,1,44,0.4,-6,0,0,1,0,2,0,0,-2,24.50306103,-22,29,11.33333333,0,1,-0.215,-0.203,0.3494,-0.5985,-0.5981,0,-2,-2,-61.2,3,1,0.36745
94,16,1,16,1,0,0,0,1,44,0.4,-6,0,0,1,0,2,0,0,-2,24.50306103,-22,29,11.33333333,0,1,-0.215,-0.203,0.3494,-0.5985,-0.5981,0,-2,-2,-61.2,4,1,0.36925
94,16,1,16,1,0,0,0,1,44,0.4,-6,0,0,1,0,2,0,0,-2,24.50306103,-22,29,11.33333333,0,1,-0.215,-0.203,0.3494,-0.5985,-0.5981,0,-2,-2,-61.2,5,1,0.3684
95,10,1,10,1,0,0,0,1,29,0.8,-35,1,0,0,0,1,0,0,6.2,25.6,-45,19,-13,0,1,0.5872,0.5936,-0.0046,-0.2007,-0.2009,0,6.2,6.2,-25.6,1,0,0.4958
95,10,1,10,1,0,0,0,1,29,0.8,-35,1,0,0,0,1,0,0,6.2,25.6,-45,19,-13,0,1,0.5872,0.5936,-0.0046,-0.2007,-0.2009,0,6.2,6.2,-25.6,2,1,0.59695
95,10,1,10,1,0,0,0,1,29,0.8,-35,1,0,0,0,1,0,0,6.2,25.6,-45,19,-13,0,1,0.5872,0.5936,-0.0046,-0.2007,-0.2009,0,6.2,6.2,-25.6,3,1,0.64585
95,10,1,10,1,0,0,0,1,29,0.8,-35,1,0,0,0,1,0,0,6.2,25.6,-45,19,-13,0,1,0.5872,0.5936,-0.0046,-0.2007,-0.2009,0,6.2,6.2,-25.6,4,1,0.65465
95,10,1,10,1,0,0,0,1,29,0.8,-35,1,0,0,0,1,0,0,6.2,25.6,-45,19,-13,0,1,0.5872,0.5936,-0.0046,-0.2007,-0.2009,0,6.2,6.2,-25.6,5,1,0.65685
96,26,1,26,1,0,0,0,1,57,0.6,-6,1,0,0,0,1,0,0,5.8,30.86357076,-32,31,-0.5,0,1,0.1882,0.1992,-0.0046,-0.4074,-0.4013,0,5.8,5.8,-50.4,1,0,0.47755
96,26,1,26,1,0,0,0,1,57,0.6,-6,1,0,0,0,1,0,0,5.8,30.86357076,-32,31,-0.5,0,1,0.1882,0.1992,-0.0046,-0.4074,-0.4013,0,5.8,5.8,-50.4,2,1,0.5331
96,26,1,26,1,0,0,0,1,57,0.6,-6,1,0,0,0,1,0,0,5.8,30.86357076,-32,31,-0.5,0,1,0.1882,0.1992,-0.0046,-0.4074,-0.4013,0,5.8,5.8,-50.4,3,1,0.5846
96,26,1,26,1,0,0,0,1,57,0.6,-6,1,0,0,0,1,0,0,5.8,30.86357076,-32,31,-0.5,0,1,0.1882,0.1992,-0.0046,-0.4074,-0.4013,0,5.8,5.8,-50.4,4,1,0.58445
96,26,1,26,1,0,0,0,1,57,0.6,-6,1,0,0,0,1,0,0,5.8,30.86357076,-32,31,-0.5,0,1,0.1882,0.1992,-0.0046,-0.4074,-0.4013,0,5.8,5.8,-50.4,5,1,0.60385
97,65,0.4,7,1,0,0,0,1,79,0.1,28,1,0,0,0,1,0,0,2.9,-13.11408102,21,14,17.5,0.25,1,0.3802,0.2692,1,0,0,0,2.9,2.9,0,1,0,0.7967
97,65,0.4,7,1,0,0,0,1,79,0.1,28,1,0,0,0,1,0,0,2.9,-13.11408102,21,14,17.5,0.25,1,0.3802,0.2692,1,0,0,0,2.9,2.9,0,2,1,0.71365
97,65,0.4,7,1,0,0,0,1,79,0.1,28,1,0,0,0,1,0,0,2.9,-13.11408102,21,14,17.5,0.25,1,0.3802,0.2692,1,0,0,0,2.9,2.9,0,3,1,0.66605
97,65,0.4,7,1,0,0,0,1,79,0.1,28,1,0,0,0,1,0,0,2.9,-13.11408102,21,14,17.5,0.25,1,0.3802,0.2692,1,0,0,0,2.9,2.9,0,4,1,0.66375
97,65,0.4,7,1,0,0,0,1,79,0.1,28,1,0,0,0,1,0,0,2.9,-13.11408102,21,14,17.5,0.25,1,0.3802,0.2692,1,0,0,0,2.9,2.9,0,5,1,0.65815
98,10,1,10,1,0,0,0,1,67,0.4,-14,1,0,0,0,1,0,0,8.4,39.68173383,-24,57,16.5,0,1,-0.2132,-0.1916,0.0082,-0.5959,-0.5914,0,8.4,8.4,-97.2,1,0,0.42755
98,10,1,10,1,0,0,0,1,67,0.4,-14,1,0,0,0,1,0,0,8.4,39.68173383,-24,57,16.5,0,1,-0.2132,-0.1916,0.0082,-0.5959,-0.5914,0,8.4,8.4,-97.2,2,1,0.4532
98,10,1,10,1,0,0,0,1,67,0.4,-14,1,0,0,0,1,0,0,8.4,39.68173383,-24,57,16.5,0,1,-0.2132,-0.1916,0.0082,-0.5959,-0.5914,0,8.4,8.4,-97.2,3,1,0.505
98,10,1,10,1,0,0,0,1,67,0.4,-14,1,0,0,0,1,0,0,8.4,39.68173383,-24,57,16.5,0,1,-0.2132,-0.1916,0.0082,-0.5959,-0.5914,0,8.4,8.4,-97.2,4,1,0.5121
98,10,1,10,1,0,0,0,1,67,0.4,-14,1,0,0,0,1,0,0,8.4,39.68173383,-24,57,16.5,0,1,-0.2132,-0.1916,0.0082,-0.5959,-0.5914,0,8.4,8.4,-97.2,5,1,0.5227
99,12,0.6,-25,1,0,0,0,1,7,0.25,-15,1,0,0,0,1,0,0,-6.7,-8.599944655,10,-5,2.5,0.6,1,-0.2082,-0.1868,-0.0006,-0.3549,-0.3538,0,-6.7,-6.7,-25.9,1,0,0.19585
99,12,0.6,-25,1,0,0,0,1,7,0.25,-15,1,0,0,0,1,0,0,-6.7,-8.599944655,10,-5,2.5,0.6,1,-0.2082,-0.1868,-0.0006,-0.3549,-0.3538,0,-6.7,-6.7,-25.9,2,1,0.25355
99,12,0.6,-25,1,0,0,0,1,7,0.25,-15,1,0,0,0,1,0,0,-6.7,-8.599944655,10,-5,2.5,0.6,1,-0.2082,-0.1868,-0.0006,-0.3549,-0.3538,0,-6.7,-6.7,-25.9,3,1,0.2434
99,12,0.6,-25,1,0,0,0,1,7,0.25,-15,1,0,0,0,1,0,0,-6.7,-8.599944655,10,-5,2.5,0.6,1,-0.2082,-0.1868,-0.0006,-0.3549,-0.3538,0,-6.7,-6.7,-25.9,4,1,0.2422
99,12,0.6,-25,1,0,0,0,1,7,0.25,-15,1,0,0,0,1,0,0,-6.7,-8.599944655,10,-5,2.5,0.6,1,-0.2082,-0.1868,-0.0006,-0.3549,-0.3538,0,-6.7,-6.7,-25.9,5,1,0.2355
100,6,1,6,1,0,0,0,1,62,0.2,-7,1,0,0,0,1,0,0,0.8,27.6,-13,56,21.5,0,1,-0.595,-0.6144,0.0038,-0.7986,-0.8006,0,0.8,0.8,-110.4,1,0,0.2802
100,6,1,6,1,0,0,0,1,62,0.2,-7,1,0,0,0,1,0,0,0.8,27.6,-13,56,21.5,0,1,-0.595,-0.6144,0.0038,-0.7986,-0.8006,0,0.8,0.8,-110.4,2,1,0.27885
100,6,1,6,1,0,0,0,1,62,0.2,-7,1,0,0,0,1,0,0,0.8,27.6,-13,56,21.5,0,1,-0.595,-0.6144,0.0038,-0.7986,-0.8006,0,0.8,0.8,-110.4,3,1,0.3045
100,6,1,6,1,0,0,0,1,62,0.2,-7,1,0,0,0,1,0,0,0.8,27.6,-13,56,21.5,0,1,-0.595,-0.6144,0.0038,-0.7986,-0.8006,0,0.8,0.8,-110.4,4,1,0.31715
100,6,1,6,1,0,0,0,1,62,0.2,-7,1,0,0,0,1,0,0,0.8,27.6,-13,56,21.5,0,1,-0.595,-0.6144,0.0038,-0.7986,-0.8006,0,0.8,0.8,-110.4,5,1,0.30915
101,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,7,1,0,0,17.8325545,-6,120,28.28571429,0.333333333,1,-0.507,-0.6226,0.2869,0,0,0,7.428571429,3.714285714,0,1,0,0.98915
101,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,7,1,0,0,17.8325545,-6,120,28.28571429,0.333333333,1,-0.507,-0.6226,0.2869,0,0,0,7.428571429,3.714285714,0,2,1,0.96725
101,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,7,1,0,0,17.8325545,-6,120,28.28571429,0.333333333,1,-0.507,-0.6226,0.2869,0,0,0,7.428571429,3.714285714,0,3,1,0.9129
101,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,7,1,0,0,17.8325545,-6,120,28.28571429,0.333333333,1,-0.507,-0.6226,0.2869,0,0,0,7.428571429,3.714285714,0,4,1,0.8045
101,9,1,9,1,0,0,0,1,9,1,9,0,0,0,1,7,1,0,0,17.8325545,-6,120,28.28571429,0.333333333,1,-0.507,-0.6226,0.2869,0,0,0,7.428571429,3.714285714,0,5,1,0.68945
102,9,1,9,1,0,0,0,1,46,0.1,1,0,0,0,1,7,0,0,-3.5,14.6304477,-8,157,56.125,0.111111111,1,-0.8062,-0.7826,0.753,0,0,0,-3.5,-3.5,0,1,0,0.3915
102,9,1,9,1,0,0,0,1,46,0.1,1,0,0,0,1,7,0,0,-3.5,14.6304477,-8,157,56.125,0.111111111,1,-0.8062,-0.7826,0.753,0,0,0,-3.5,-3.5,0,2,1,0.3194
102,9,1,9,1,0,0,0,1,46,0.1,1,0,0,0,1,7,0,0,-3.5,14.6304477,-8,157,56.125,0.111111111,1,-0.8062,-0.7826,0.753,0,0,0,-3.5,-3.5,0,3,1,0.27765
102,9,1,9,1,0,0,0,1,46,0.1,1,0,0,0,1,7,0,0,-3.5,14.6304477,-8,157,56.125,0.111111111,1,-0.8062,-0.7826,0.753,0,0,0,-3.5,-3.5,0,4,1,0.27275
102,9,1,9,1,0,0,0,1,46,0.1,1,0,0,0,1,7,0,0,-3.5,14.6304477,-8,157,56.125,0.111111111,1,-0.8062,-0.7826,0.753,0,0,0,-3.5,-3.5,0,5,1,0.2635
103,13,1,13,1,0,0,0,1,13,0.95,-5,0,0,1,0,6,0,0,-0.9,12.22047462,-57,5,-14.57142857,0,1,0.4402,0.416,-0.4258,-0.1105,-0.1059,0,-0.9,-0.9,-13.5625,1,0,0.29975
103,13,1,13,1,0,0,0,1,13,0.95,-5,0,0,1,0,6,0,0,-0.9,12.22047462,-57,5,-14.57142857,0,1,0.4402,0.416,-0.4258,-0.1105,-0.1059,0,-0.9,-0.9,-13.5625,2,1,0.39185
103,13,1,13,1,0,0,0,1,13,0.95,-5,0,0,1,0,6,0,0,-0.9,12.22047462,-57,5,-14.57142857,0,1,0.4402,0.416,-0.4258,-0.1105,-0.1059,0,-0.9,-0.9,-13.5625,3,1,0.43275
103,13,1,13,1,0,0,0,1,13,0.95,-5,0,0,1,0,6,0,0,-0.9,12.22047462,-57,5,-14.57142857,0,1,0.4402,0.416,-0.4258,-0.1105,-0.1059,0,-0.9,-0.9,-13.5625,4,1,0.44865
103,13,1,13,1,0,0,0,1,13,0.95,-5,0,0,1,0,6,0,0,-0.9,12.22047462,-57,5,-14.57142857,0,1,0.4402,0.416,-0.4258,-0.1105,-0.1059,0,-0.9,-0.9,-13.5625,5,1,0.46345
104,10,1,10,1,0,0,0,1,58,0.4,-13,0,0,1,0,2,1,0,5.4,34.78850385,-23,49,24.33333333,0,1,-0.3264,-0.2086,0.3434,-0.669,-0.5977,0,0.444444444,2.922222222,-86.4,1,0,0.53115
104,10,1,10,1,0,0,0,1,58,0.4,-13,0,0,1,0,2,1,0,5.4,34.78850385,-23,49,24.33333333,0,1,-0.3264,-0.2086,0.3434,-0.669,-0.5977,0,0.444444444,2.922222222,-86.4,2,1,0.4875
104,10,1,10,1,0,0,0,1,58,0.4,-13,0,0,1,0,2,1,0,5.4,34.78850385,-23,49,24.33333333,0,1,-0.3264,-0.2086,0.3434,-0.669,-0.5977,0,0.444444444,2.922222222,-86.4,3,1,0.5179
104,10,1,10,1,0,0,0,1,58,0.4,-13,0,0,1,0,2,1,0,5.4,34.78850385,-23,49,24.33333333,0,1,-0.3264,-0.2086,0.3434,-0.669,-0.5977,0,0.444444444,2.922222222,-86.4,4,1,0.53005
104,10,1,10,1,0,0,0,1,58,0.4,-13,0,0,1,0,2,1,0,5.4,34.78850385,-23,49,24.33333333,0,1,-0.3264,-0.2086,0.3434,-0.669,-0.5977,0,0.444444444,2.922222222,-86.4,5,1,0.5337
105,22,0.95,3,1,0,0,0,1,63,0.5,-6,0,0,1,0,2,0,1,7.45,30.36629162,-9,42,27.5,0,1,-0.012,0.0014,0.3446,-0.5071,-0.5058,0,7.45,7.45,-70,1,0,0.5793
105,22,0.95,3,1,0,0,0,1,63,0.5,-6,0,0,1,0,2,0,1,7.45,30.36629162,-9,42,27.5,0,1,-0.012,0.0014,0.3446,-0.5071,-0.5058,0,7.45,7.45,-70,2,1,0.58325
105,22,0.95,3,1,0,0,0,1,63,0.5,-6,0,0,1,0,2,0,1,7.45,30.36629162,-9,42,27.5,0,1,-0.012,0.0014,0.3446,-0.5071,-0.5058,0,7.45,7.45,-70,3,1,0.621
105,22,0.95,3,1,0,0,0,1,63,0.5,-6,0,0,1,0,2,0,1,7.45,30.36629162,-9,42,27.5,0,1,-0.012,0.0014,0.3446,-0.5071,-0.5058,0,7.45,7.45,-70,4,1,0.63185
105,22,0.95,3,1,0,0,0,1,63,0.5,-6,0,0,1,0,2,0,1,7.45,30.36629162,-9,42,27.5,0,1,-0.012,0.0014,0.3446,-0.5071,-0.5058,0,7.45,7.45,-70,5,1,0.63705
106,16,1,16,1,0,0,0,1,101,0.05,11,1,0,0,0,1,1,0,-0.5,19.61504525,-5,85,40,0.6875,1,-0.6366,-0.8958,-0.0088,0,0,0,11.66666667,5.583333333,0,1,0,0.99875
